date,shift,required_ground_crew_count
2026-07-29,Afternoon,67
2024-04-03,Morning,100
2026-03-26,Morning,102
2025-07-14,Night,42
2026-04-10,Afternoon,67
2025-05-09,Morning,90
2024-06-22,Afternoon,128
2026-04-03,Afternoon,120
2025-11-22,Night,76
2025-05-24,Afternoon,89
2025-02-12,Morning,50
2025-01-11,Morning,167
2025-06-11,Morning,180
2024-10-13,Afternoon,127
2024-11-05,Afternoon,87
2024-10-31,Afternoon,89
2024-01-14,Afternoon,101
2026-10-13,Morning,85
2024-09-16,Morning,147
2024-06-29,Morning,139
2024-06-14,Afternoon,140
2026-12-19,Afternoon,110
2025-06-06,Night,72
2024-12-24,Morning,85
2025-03-18,Afternoon,72
2024-04-06,Morning,141
2024-12-09,Afternoon,75
2024-09-29,Morning,71
2026-05-30,Afternoon,104
2024-03-05,Morning,90
2025-04-11,Morning,107
2026-05-15,Afternoon,147
2026-07-02,Morning,108
2025-07-15,Afternoon,109
2024-08-31,Morning,106
2025-01-04,Night,85
2024-08-31,Morning,105
2025-12-26,Afternoon,194
2024-11-16,Night,63
2025-11-22,Afternoon,152
2025-12-19,Morning,100
2026-10-27,Afternoon,83
2025-02-09,Morning,89
2026-11-19,Afternoon,79
2025-03-15,Afternoon,77
2026-01-16,Night,49
2025-12-26,Night,64
2026-06-15,Morning,57
2025-05-29,Morning,170
2026-05-18,Morning,100
2025-01-24,Afternoon,64
2025-06-22,Morning,83
2025-07-01,Afternoon,129
2026-02-11,Afternoon,117
2025-11-08,Night,46
2024-03-26,Afternoon,180
2026-06-05,Morning,102
2026-04-10,Morning,45
2024-04-24,Afternoon,70
2026-11-20,Morning,106
2025-12-25,Morning,158
2024-04-03,Morning,191
2025-06-22,Afternoon,93
2026-07-05,Night,72
2024-11-02,Morning,110
2026-10-19,Morning,70
2025-04-03,Afternoon,69
2024-09-04,Morning,89
2025-01-25,Night,62
2025-07-29,Afternoon,67
2026-01-24,Afternoon,66
2026-10-13,Night,54
2024-08-01,Afternoon,77
2026-11-18,Morning,51
2025-08-01,Afternoon,125
2024-05-20,Afternoon,64
2026-10-12,Afternoon,76
2025-01-17,Night,43
2025-11-11,Morning,86
2026-02-04,Afternoon,45
2024-01-15,Morning,82
2024-08-30,Morning,144
2026-01-22,Afternoon,91
2024-12-21,Night,62
2024-01-11,Afternoon,58
2024-01-26,Morning,122
2026-06-24,Morning,87
2024-06-17,Afternoon,73
2024-04-20,Afternoon,100
2025-09-08,Night,94
2024-05-10,Afternoon,70
2025-12-16,Night,79
2025-08-19,Night,45
2025-12-12,Morning,165
2025-06-22,Afternoon,166
2026-05-03,Afternoon,112
2025-12-07,Night,111
2025-03-31,Afternoon,88
2024-01-17,Afternoon,111
2024-10-26,Morning,101
2024-05-24,Afternoon,155
2024-01-18,Night,58
2024-10-26,Night,70
2024-08-14,Morning,168
2024-03-25,Morning,115
2024-12-08,Night,44
2025-07-09,Afternoon,71
2024-07-14,Night,49
2024-10-26,Morning,85
2024-01-23,Night,80
2024-02-25,Afternoon,146
2024-06-21,Morning,50
2025-05-11,Morning,79
2025-12-31,Afternoon,119
2026-05-14,Morning,99
2025-11-21,Night,78
2025-11-07,Afternoon,131
2026-10-22,Afternoon,150
2024-10-07,Morning,58
2026-05-24,Night,100
2026-10-23,Afternoon,44
2025-09-14,Night,78
2026-07-10,Night,69
2024-05-30,Afternoon,76
2026-08-21,Night,86
2025-09-10,Afternoon,127
2024-08-30,Afternoon,103
2024-03-08,Morning,172
2026-02-28,Morning,66
2025-04-17,Afternoon,68
2024-12-05,Morning,91
2025-03-03,Afternoon,60
2026-12-22,Night,69
2025-04-13,Afternoon,108
2024-03-27,Morning,57
2024-11-02,Afternoon,78
2024-06-08,Morning,87
2026-01-21,Night,47
2026-05-27,Afternoon,62
2026-07-10,Afternoon,69
2025-11-24,Afternoon,41
2026-04-22,Afternoon,98
2025-04-02,Morning,191
2025-11-19,Morning,122
2024-04-27,Afternoon,80
2025-08-13,Night,60
2025-09-02,Morning,110
2024-02-04,Morning,95
2025-08-23,Morning,62
2026-03-03,Afternoon,57
2025-02-06,Morning,92
2025-08-20,Night,58
2024-11-09,Morning,88
2024-10-23,Afternoon,74
2024-05-21,Morning,60
2024-12-25,Afternoon,86
2026-05-30,Morning,91
2026-10-22,Afternoon,105
2025-11-27,Night,96
2025-11-15,Morning,137
2025-11-03,Night,45
2025-06-05,Morning,89
2025-04-08,Afternoon,63
2025-11-11,Afternoon,68
2026-05-09,Morning,68
2025-03-29,Afternoon,112
2025-09-12,Morning,156
2025-05-30,Afternoon,80
2024-11-08,Afternoon,137
2024-11-14,Night,50
2024-03-27,Morning,64
2025-04-27,Night,40
2026-02-19,Morning,39
2026-01-21,Afternoon,58
2026-12-16,Morning,132
2024-02-13,Morning,64
2026-04-13,Morning,91
2026-05-21,Afternoon,79
2025-04-23,Morning,64
2024-11-06,Afternoon,119
2025-01-26,Night,59
2026-01-18,Morning,54
2026-08-02,Morning,134
2025-12-05,Morning,196
2025-07-17,Morning,79
2025-12-16,Afternoon,148
2024-03-18,Afternoon,64
2025-10-28,Morning,81
2024-02-16,Morning,179
2026-11-17,Afternoon,88
2026-09-01,Morning,92
2025-07-11,Afternoon,81
2025-02-13,Night,76
2026-03-13,Morning,97
2025-11-29,Afternoon,77
2026-02-12,Night,54
2025-07-19,Afternoon,33
2024-09-15,Night,94
2024-03-21,Night,51
2024-11-06,Afternoon,49
2025-08-02,Afternoon,78
2025-04-09,Afternoon,78
2025-07-08,Afternoon,161
2024-10-31,Afternoon,102
2026-10-24,Morning,126
2025-02-05,Night,37
2026-07-16,Morning,84
2025-03-04,Morning,87
2025-05-01,Morning,144
2025-10-23,Morning,65
2024-10-15,Afternoon,65
2024-08-28,Morning,106
2025-02-19,Afternoon,116
2026-05-31,Afternoon,42
2024-06-07,Morning,135
2025-04-24,Morning,74
2026-01-06,Afternoon,108
2026-02-13,Afternoon,78
2025-04-21,Morning,111
2024-03-30,Morning,108
2024-01-18,Morning,82
2025-05-30,Morning,51
2026-06-06,Morning,181
2024-01-31,Night,77
2026-08-30,Morning,148
2026-01-10,Morning,139
2024-01-09,Night,34
2025-01-11,Afternoon,75
2024-08-29,Afternoon,213
2026-11-06,Afternoon,85
2025-08-31,Night,95
2024-12-21,Morning,130
2024-10-31,Morning,70
2025-09-09,Night,74
2024-01-06,Night,54
2024-10-09,Night,31
2024-06-30,Morning,61
2025-11-10,Night,75
2026-01-03,Morning,107
2025-05-26,Afternoon,59
2024-06-02,Night,90
2025-02-10,Morning,115
2026-07-12,Morning,191
2024-08-11,Afternoon,84
2024-06-28,Night,123
2024-05-02,Morning,69
2026-06-14,Night,53
2024-05-11,Morning,203
2025-09-29,Afternoon,54
2026-12-30,Morning,183
2025-12-04,Night,57
2025-03-27,Morning,177
2024-08-14,Afternoon,134
2024-01-03,Morning,69
2024-06-19,Night,68
2026-11-10,Night,90
2024-06-06,Morning,107
2024-01-22,Morning,230
2026-06-13,Morning,215
2025-04-03,Afternoon,60
2025-01-26,Night,58
2026-02-25,Afternoon,72
2025-07-27,Afternoon,145
2026-09-29,Afternoon,72
2025-05-27,Afternoon,97
2026-02-20,Morning,66
2026-08-21,Morning,122
2025-05-23,Morning,80
2024-11-07,Afternoon,59
2026-12-03,Morning,193
2024-09-05,Afternoon,66
2024-02-13,Morning,52
2025-09-25,Afternoon,131
2026-12-17,Morning,50
2024-04-04,Afternoon,151
2026-07-19,Morning,153
2026-06-29,Morning,67
2026-10-15,Morning,64
2025-04-07,Afternoon,60
2024-10-06,Night,64
2025-07-15,Morning,61
2024-06-05,Afternoon,159
2026-07-12,Afternoon,111
2025-12-27,Afternoon,143
2025-06-13,Afternoon,144
2025-07-19,Morning,128
2026-02-19,Afternoon,106
2025-07-27,Night,63
2026-07-09,Night,86
2026-10-10,Morning,73
2026-11-06,Afternoon,87
2025-11-10,Morning,79
2026-03-24,Afternoon,69
2024-12-06,Morning,112
2024-02-11,Morning,103
2025-03-14,Afternoon,80
2026-08-13,Night,58
2024-05-26,Morning,144
2025-08-21,Afternoon,94
2024-07-29,Afternoon,119
2025-04-15,Night,50
2024-06-06,Afternoon,77
2026-03-16,Morning,92
2026-06-07,Morning,98
2026-04-11,Afternoon,102
2026-02-11,Morning,156
2024-09-14,Night,70
2025-08-04,Night,90
2024-04-24,Night,53
2025-02-14,Morning,84
2025-07-08,Afternoon,97
2026-01-02,Afternoon,66
2024-04-16,Morning,72
2026-06-09,Morning,120
2025-05-17,Morning,132
2026-08-23,Morning,94
2025-08-01,Night,65
2025-08-22,Night,64
2026-01-29,Morning,98
2026-06-17,Afternoon,65
2024-06-21,Morning,212
2025-07-14,Morning,106
2024-02-02,Morning,110
2025-06-04,Afternoon,104
2026-06-10,Afternoon,84
2026-08-06,Night,51
2024-11-06,Night,48
2025-02-27,Morning,104
2025-08-27,Afternoon,82
2025-03-09,Morning,100
2024-07-14,Morning,117
2024-11-30,Afternoon,134
2025-03-18,Morning,74
2025-07-22,Morning,75
2026-10-06,Morning,56
2025-08-20,Morning,117
2025-02-28,Night,84
2025-12-24,Morning,115
2026-04-27,Afternoon,69
2025-04-16,Night,74
2025-06-20,Afternoon,104
2024-08-26,Afternoon,121
2026-08-05,Night,109
2026-08-08,Morning,165
2024-07-10,Morning,139
2025-01-14,Afternoon,62
2024-10-25,Afternoon,66
2026-10-08,Night,52
2024-03-12,Morning,78
2024-08-15,Afternoon,92
2024-12-11,Afternoon,96
2025-09-05,Night,43
2024-09-29,Morning,193
2025-08-11,Morning,157
2026-03-29,Night,67
2026-06-27,Afternoon,152
2024-04-18,Morning,62
2024-06-01,Morning,156
2024-04-14,Night,55
2026-09-24,Afternoon,115
2025-12-15,Afternoon,87
2025-08-05,Night,157
2026-05-16,Morning,59
2025-10-04,Morning,143
2024-09-15,Afternoon,67
2025-07-13,Night,91
2026-02-09,Morning,73
2024-02-09,Afternoon,103
2025-10-26,Morning,94
2025-06-28,Morning,95
2024-03-17,Night,42
2024-10-15,Morning,179
2025-05-06,Morning,78
2025-01-10,Night,39
2024-11-13,Morning,137
2025-12-12,Morning,138
2025-03-19,Night,41
2025-06-29,Morning,81
2026-05-24,Afternoon,113
2024-04-12,Morning,120
2025-01-29,Morning,70
2024-03-21,Afternoon,130
2026-10-13,Morning,126
2024-07-22,Night,46
2026-06-17,Night,51
2024-07-28,Night,66
2024-12-21,Morning,166
2025-10-28,Morning,72
2026-06-30,Night,130
2024-07-13,Afternoon,152
2024-08-21,Afternoon,123
2026-08-24,Night,55
2024-12-18,Morning,135
2024-08-17,Morning,139
2026-03-25,Afternoon,33
2024-04-09,Afternoon,162
2026-08-08,Morning,117
2026-08-17,Afternoon,78
2026-07-27,Night,103
2024-11-19,Morning,156
2024-05-05,Morning,106
2025-04-11,Afternoon,126
2025-01-01,Night,64
2026-11-17,Night,67
2025-11-23,Morning,76
2026-11-01,Night,91
2026-04-02,Night,61
2026-02-22,Afternoon,58
2024-05-02,Morning,77
2024-03-16,Morning,82
2024-02-20,Afternoon,49
2025-10-12,Morning,83
2024-08-09,Morning,101
2026-12-20,Night,51
2024-05-25,Morning,124
2026-11-03,Night,86
2026-01-01,Afternoon,55
2024-04-26,Night,32
2024-03-05,Morning,110
2025-03-09,Afternoon,87
2025-01-06,Afternoon,62
2024-12-11,Night,59
2025-08-02,Morning,123
2024-05-22,Morning,81
2024-05-21,Night,46
2026-01-31,Morning,56
2026-12-21,Afternoon,133
2024-10-27,Morning,119
2026-10-18,Morning,96
2025-01-12,Afternoon,76
2025-01-03,Afternoon,106
2024-04-09,Afternoon,57
2025-04-08,Afternoon,103
2025-06-29,Afternoon,104
2025-12-28,Night,91
2024-06-22,Morning,51
2024-07-25,Morning,107
2025-04-18,Morning,202
2024-03-17,Night,71
2024-06-06,Morning,61
2025-11-20,Afternoon,149
2026-11-11,Afternoon,70
2025-09-19,Afternoon,66
2024-06-07,Night,71
2026-12-22,Afternoon,153
2025-07-25,Afternoon,142
2026-02-24,Morning,86
2024-08-03,Afternoon,104
2025-09-25,Morning,103
2024-03-24,Night,49
2025-11-16,Morning,155
2024-08-09,Morning,123
2026-09-23,Morning,104
2024-03-01,Afternoon,81
2025-12-16,Night,133
2024-06-01,Morning,144
2026-01-23,Morning,102
2025-06-24,Afternoon,135
2026-11-26,Night,66
2025-12-15,Night,83
2025-02-11,Morning,34
2024-04-05,Afternoon,87
2025-10-14,Night,32
2025-04-28,Night,76
2024-02-27,Afternoon,74
2025-09-29,Afternoon,59
2024-08-18,Afternoon,102
2024-09-13,Morning,88
2024-01-10,Morning,65
2025-02-11,Morning,83
2024-08-27,Morning,108
2024-03-19,Morning,92
2025-04-20,Night,79
2024-08-29,Night,66
2024-05-27,Morning,78
2025-05-26,Morning,100
2024-03-10,Afternoon,80
2026-12-21,Afternoon,164
2025-05-31,Morning,95
2026-12-27,Night,49
2026-08-23,Morning,126
2026-12-09,Morning,83
2025-08-17,Afternoon,129
2025-04-08,Afternoon,110
2026-02-28,Morning,127
2024-03-29,Afternoon,245
2026-07-09,Night,47
2024-12-20,Morning,202
2024-01-09,Afternoon,67
2024-09-17,Morning,71
2024-09-22,Afternoon,128
2024-01-16,Afternoon,31
2026-01-02,Morning,128
2024-04-14,Morning,120
2026-07-16,Night,79
2025-05-11,Morning,58
2026-02-26,Night,57
2025-01-07,Morning,81
2024-05-24,Night,46
2024-07-16,Afternoon,87
2025-12-08,Morning,129
2026-02-23,Afternoon,116
2024-10-20,Night,70
2025-01-26,Afternoon,86
2026-11-01,Afternoon,137
2026-07-22,Afternoon,71
2025-03-28,Afternoon,187
2024-09-21,Afternoon,81
2024-11-26,Night,79
2025-08-13,Morning,81
2025-09-13,Afternoon,111
2024-07-20,Afternoon,103
2024-03-13,Night,32
2025-06-26,Morning,69
2026-05-24,Morning,148
2024-06-16,Morning,95
2025-03-23,Afternoon,97
2024-06-26,Afternoon,160
2024-09-22,Morning,75
2025-11-01,Morning,92
2024-11-09,Night,46
2024-10-16,Afternoon,116
2026-12-27,Afternoon,62
2024-07-07,Morning,58
2024-07-26,Morning,52
2026-10-16,Morning,133
2025-08-26,Morning,136
2024-02-17,Afternoon,87
2025-04-10,Morning,79
2025-09-11,Morning,79
2024-10-04,Morning,102
2025-08-23,Morning,148
2025-12-11,Morning,97
2024-10-01,Morning,72
2026-06-09,Morning,139
2025-05-11,Afternoon,87
2026-11-21,Night,39
2024-04-06,Afternoon,124
2024-12-21,Morning,75
2026-03-01,Night,46
2026-09-07,Night,53
2024-08-30,Afternoon,136
2026-12-10,Morning,125
2024-07-30,Afternoon,159
2025-04-01,Night,40
2024-12-11,Night,67
2025-04-10,Afternoon,58
2026-09-15,Afternoon,77
2026-03-13,Night,41
2026-05-22,Morning,133
2024-10-05,Morning,98
2026-11-03,Night,49
2025-04-22,Morning,99
2025-12-15,Morning,146
2026-02-03,Morning,88
2025-12-27,Morning,79
2025-10-21,Morning,99
2025-06-10,Afternoon,78
2025-12-10,Afternoon,103
2026-09-19,Afternoon,81
2025-03-03,Morning,49
2025-07-13,Night,53
2024-07-16,Afternoon,95
2025-01-24,Night,61
2026-04-26,Morning,139
2025-12-02,Morning,171
2024-08-19,Night,52
2025-08-21,Night,55
2026-06-08,Morning,132
2024-05-15,Afternoon,51
2024-03-08,Afternoon,116
2025-03-06,Morning,166
2025-12-20,Afternoon,166
2024-12-09,Morning,142
2026-06-18,Morning,81
2026-07-17,Night,96
2025-08-06,Afternoon,158
2025-02-19,Night,49
2024-02-15,Afternoon,45
2026-06-19,Night,66
2026-09-08,Afternoon,55
2025-04-29,Afternoon,85
2025-07-20,Morning,130
2026-04-05,Afternoon,133
2026-02-01,Afternoon,76
2024-05-28,Afternoon,119
2026-01-06,Morning,113
2026-10-10,Morning,123
2026-04-02,Night,43
2025-06-10,Night,77
2025-07-27,Morning,167
2024-10-11,Afternoon,46
2025-12-25,Afternoon,220
2024-09-21,Night,43
2025-01-09,Morning,109
2024-10-17,Afternoon,94
2025-01-02,Morning,115
2025-02-05,Morning,88
2024-03-31,Night,53
2026-02-25,Morning,89
2025-04-28,Morning,92
2026-11-06,Morning,55
2024-07-17,Afternoon,59
2026-01-03,Afternoon,66
2024-07-15,Morning,116
2025-08-22,Afternoon,113
2025-06-22,Night,58
2025-05-06,Morning,226
2025-12-18,Night,59
2026-06-26,Morning,99
2024-12-13,Afternoon,81
2026-07-20,Morning,154
2024-07-21,Morning,73
2024-11-17,Morning,159
2024-12-06,Morning,184
2026-11-10,Night,60
2024-05-09,Afternoon,145
2025-03-09,Night,68
2025-04-10,Afternoon,91
2026-05-26,Afternoon,56
2025-06-16,Morning,131
2026-11-25,Afternoon,72
2026-03-22,Morning,104
2026-02-10,Night,61
2026-04-05,Night,87
2024-06-26,Morning,57
2025-05-07,Afternoon,64
2025-10-04,Afternoon,59
2024-08-16,Afternoon,36
2024-05-10,Morning,69
2024-05-28,Afternoon,109
2026-05-14,Night,59
2025-12-20,Morning,234
2024-11-04,Afternoon,81
2026-03-18,Morning,69
2026-01-31,Night,54
2026-06-13,Morning,44
2026-09-24,Morning,62
2026-08-24,Morning,127
2024-07-17,Night,55
2026-04-23,Afternoon,90
2025-03-06,Morning,103
2025-03-17,Morning,81
2025-12-10,Night,53
2025-10-21,Afternoon,61
2025-04-04,Morning,111
2026-12-31,Night,73
2024-07-10,Morning,175
2024-04-16,Afternoon,170
2024-02-01,Morning,59
2026-06-11,Afternoon,107
2025-03-21,Night,37
2025-04-24,Morning,103
2025-12-12,Afternoon,128
2025-04-22,Night,44
2025-09-21,Night,79
2024-03-05,Afternoon,46
2024-06-20,Afternoon,108
2026-10-18,Night,75
2025-05-08,Morning,93
2024-07-02,Morning,107
2025-02-08,Morning,95
2025-01-01,Night,72
2024-10-27,Morning,66
2024-11-17,Morning,119
2026-03-10,Afternoon,140
2024-04-27,Morning,90
2024-12-05,Morning,159
2025-05-27,Afternoon,83
2025-08-14,Morning,89
2026-08-23,Night,58
2026-10-08,Morning,88
2024-11-21,Night,49
2025-08-14,Afternoon,94
2024-01-25,Morning,69
2025-11-07,Morning,59
2024-06-16,Afternoon,160
2024-03-21,Morning,109
2026-01-06,Morning,97
2024-07-14,Night,136
2025-06-07,Afternoon,112
2024-04-20,Night,82
2026-03-28,Morning,133
2026-04-18,Morning,174
2025-09-21,Afternoon,134
2026-07-05,Morning,95
2025-04-23,Morning,124
2024-07-23,Morning,156
2024-06-14,Morning,129
2024-08-28,Night,35
2024-08-07,Morning,71
2024-12-20,Night,69
2024-08-22,Morning,76
2025-10-09,Morning,92
2024-06-11,Morning,133
2025-11-12,Afternoon,85
2025-01-01,Night,48
2026-01-22,Night,53
2025-07-16,Morning,139
2026-09-19,Afternoon,86
2025-04-27,Night,36
2024-11-19,Morning,59
2025-10-07,Afternoon,59
2025-12-22,Morning,152
2025-04-26,Afternoon,136
2025-09-05,Afternoon,91
2025-05-31,Morning,87
2024-12-01,Night,59
2024-12-09,Afternoon,85
2026-09-21,Night,63
2026-01-10,Afternoon,73
2024-04-14,Morning,84
2026-11-20,Afternoon,79
2026-02-19,Morning,140
2024-02-24,Night,49
2026-03-08,Morning,98
2025-10-08,Night,59
2026-09-30,Afternoon,106
2025-06-20,Afternoon,78
2025-07-22,Afternoon,180
2024-12-10,Afternoon,94
2024-12-18,Afternoon,264
2025-11-08,Afternoon,91
2026-06-26,Morning,55
2026-09-03,Afternoon,96
2026-04-24,Morning,154
2025-10-30,Afternoon,78
2025-07-02,Afternoon,93
2025-01-07,Morning,57
2026-04-21,Afternoon,84
2024-12-14,Afternoon,110
2024-10-20,Afternoon,90
2026-08-09,Afternoon,233
2025-10-08,Afternoon,67
2025-01-23,Afternoon,85
2026-08-06,Morning,172
2026-11-21,Morning,89
2024-12-14,Afternoon,73
2025-07-25,Morning,58
2025-06-13,Morning,117
2026-02-08,Morning,91
2026-11-08,Morning,60
2025-08-24,Night,63
2026-05-24,Morning,92
2025-10-14,Morning,139
2026-08-30,Night,103
2025-03-19,Night,68
2025-02-26,Morning,81
2025-04-07,Night,36
2026-12-28,Morning,133
2025-11-01,Night,64
2024-06-16,Morning,87
2024-02-14,Afternoon,82
2025-07-22,Morning,126
2026-06-02,Afternoon,41
2025-06-09,Morning,123
2025-09-05,Afternoon,67
2026-05-25,Afternoon,106
2025-07-19,Morning,121
2026-09-22,Night,88
2025-11-30,Morning,184
2026-03-12,Morning,120
2026-05-06,Morning,59
2025-11-17,Morning,62
2024-02-24,Morning,100
2025-04-13,Afternoon,64
2024-06-04,Afternoon,80
2025-07-13,Afternoon,105
2024-06-05,Afternoon,92
2025-07-12,Night,94
2025-01-11,Morning,80
2024-01-23,Afternoon,93
2024-05-16,Night,41
2025-07-05,Morning,134
2024-03-27,Afternoon,110
2026-07-27,Night,61
2026-04-11,Afternoon,97
2026-02-16,Night,45
2024-07-07,Morning,116
2026-05-22,Afternoon,145
2025-11-26,Morning,94
2025-03-03,Morning,95
2024-01-01,Night,59
2025-08-02,Morning,113
2026-05-22,Night,74
2024-02-06,Afternoon,100
2024-02-27,Night,81
2025-02-23,Night,79
2025-07-14,Afternoon,51
2025-06-03,Night,48
2025-04-12,Night,40
2024-10-06,Afternoon,56
2024-03-06,Afternoon,85
2024-02-04,Morning,96
2024-04-18,Morning,253
2026-01-26,Morning,64
2026-05-11,Afternoon,119
2025-04-21,Morning,60
2024-03-25,Afternoon,63
2025-03-31,Afternoon,53
2026-12-16,Afternoon,88
2024-09-30,Night,65
2025-06-22,Night,95
2025-08-12,Night,26
2024-12-27,Afternoon,50
2025-04-25,Morning,127
2025-06-01,Night,86
2025-06-03,Morning,102
2026-02-25,Morning,96
2025-09-28,Morning,84
2024-02-28,Afternoon,76
2024-01-07,Afternoon,46
2025-03-26,Morning,118
2026-09-21,Night,47
2024-02-10,Morning,112
2024-03-18,Morning,133
2026-01-14,Morning,84
2025-05-09,Morning,120
2024-09-09,Night,113
2024-08-15,Morning,125
2025-12-29,Morning,114
2025-07-28,Morning,79
2025-11-30,Night,66
2024-11-03,Night,120
2025-07-30,Afternoon,78
2026-07-31,Afternoon,94
2024-12-12,Night,78
2025-03-10,Morning,131
2024-06-28,Morning,130
2025-12-01,Afternoon,184
2024-02-05,Morning,142
2024-09-29,Afternoon,95
2026-02-20,Afternoon,156
2024-01-22,Morning,73
2026-12-20,Afternoon,130
2025-03-18,Morning,63
2025-03-12,Morning,96
2025-08-10,Night,140
2025-12-01,Afternoon,57
2025-05-18,Morning,99
2026-08-27,Morning,94
2026-11-20,Morning,114
2024-08-07,Morning,118
2026-02-13,Morning,172
2024-11-25,Morning,115
2026-12-27,Night,134
2024-10-04,Night,50
2024-11-19,Night,44
2026-02-21,Afternoon,45
2026-05-14,Afternoon,123
2024-05-20,Afternoon,129
2025-08-31,Night,89
2025-01-13,Afternoon,38
2025-11-01,Afternoon,78
2025-09-02,Night,65
2026-12-16,Afternoon,119
2026-10-20,Morning,94
2025-12-17,Morning,84
2026-01-14,Afternoon,127
2026-09-12,Morning,80
2024-07-20,Morning,94
2026-03-06,Morning,93
2026-04-26,Morning,99
2024-05-19,Night,51
2026-08-23,Morning,228
2026-02-05,Morning,72
2025-01-15,Afternoon,87
2025-06-14,Morning,59
2025-06-20,Afternoon,131
2026-10-04,Afternoon,82
2026-11-28,Morning,112
2026-06-03,Afternoon,84
2025-12-15,Morning,115
2024-04-24,Afternoon,124
2026-09-29,Night,42
2024-05-26,Night,75
2024-07-01,Morning,199
2024-03-17,Afternoon,106
2026-11-04,Night,53
2025-06-24,Night,189
2024-09-15,Morning,101
2024-03-29,Afternoon,83
2025-03-27,Morning,68
2026-03-04,Morning,65
2026-12-26,Afternoon,90
2025-08-28,Afternoon,101
2025-10-27,Morning,74
2026-07-05,Night,126
2026-09-15,Afternoon,79
2024-11-02,Night,63
2026-12-23,Night,105
2025-07-22,Night,88
2026-10-16,Night,70
2024-05-08,Morning,76
2024-04-16,Morning,61
2026-08-27,Night,123
2026-01-07,Morning,47
2024-07-10,Morning,77
2026-09-07,Afternoon,88
2024-04-22,Morning,104
2026-01-17,Morning,103
2024-08-12,Afternoon,75
2024-03-18,Morning,78
2026-06-02,Afternoon,184
2026-07-17,Morning,130
2024-04-25,Afternoon,82
2024-04-12,Morning,84
2025-11-04,Afternoon,63
2024-02-01,Morning,90
2026-03-28,Morning,62
2026-09-30,Night,64
2026-04-03,Morning,130
2024-09-09,Afternoon,72
2024-07-27,Morning,99
2026-01-15,Morning,139
2024-03-08,Morning,84
2025-08-12,Night,51
2025-05-06,Morning,121
2026-03-27,Morning,145
2024-08-09,Afternoon,159
2026-04-15,Morning,105
2026-02-05,Night,33
2024-09-18,Night,44
2025-01-25,Afternoon,43
2024-03-13,Afternoon,93
2025-05-07,Morning,96
2024-10-12,Night,146
2024-05-04,Afternoon,112
2025-09-05,Morning,82
2025-09-14,Night,50
2024-04-04,Night,47
2024-07-22,Afternoon,132
2024-03-31,Morning,117
2026-01-14,Afternoon,70
2025-01-05,Night,51
2024-03-19,Afternoon,122
2024-07-28,Morning,202
2026-12-05,Morning,95
2024-10-07,Morning,111
2026-01-20,Morning,62
2025-05-28,Night,59
2024-07-18,Morning,161
2024-12-02,Morning,210
2024-01-16,Night,44
2026-03-29,Afternoon,81
2025-01-01,Morning,123
2025-07-01,Night,117
2024-06-16,Morning,140
2026-06-22,Night,73
2024-08-27,Morning,116
2025-09-12,Afternoon,121
2026-08-14,Afternoon,106
2026-02-20,Morning,41
2025-10-23,Afternoon,64
2026-08-31,Morning,128
2024-07-12,Afternoon,86
2026-11-22,Morning,86
2025-09-02,Night,75
2025-03-25,Afternoon,107
2024-10-07,Afternoon,103
2026-03-27,Morning,74
2026-12-05,Afternoon,151
2026-01-26,Afternoon,69
2024-02-05,Morning,61
2025-05-29,Afternoon,127
2026-03-13,Morning,82
2025-03-11,Morning,182
2026-04-27,Afternoon,105
2026-02-14,Morning,102
2024-03-14,Morning,64
2025-09-03,Afternoon,69
2024-07-07,Afternoon,137
2025-06-17,Morning,122
2025-02-25,Morning,56
2026-06-03,Afternoon,73
2026-08-09,Afternoon,135
2025-05-20,Afternoon,60
2025-08-11,Afternoon,82
2025-11-17,Night,68
2025-12-19,Night,106
2025-11-27,Morning,121
2026-05-08,Morning,123
2026-12-12,Morning,101
2026-06-26,Morning,117
2024-05-27,Morning,123
2025-06-06,Night,66
2025-05-20,Morning,111
2025-07-11,Morning,120
2025-08-02,Afternoon,183
2026-02-25,Night,48
2025-04-06,Morning,58
2024-10-15,Night,42
2025-05-16,Night,86
2026-07-25,Afternoon,44
2024-12-07,Afternoon,140
2024-01-23,Afternoon,106
2026-12-06,Morning,138
2024-08-02,Afternoon,84
2025-10-22,Morning,74
2026-05-27,Afternoon,159
2024-10-27,Night,117
2025-01-07,Morning,58
2024-11-03,Afternoon,84
2024-06-13,Morning,199
2024-06-16,Morning,91
2024-07-23,Afternoon,109
2025-05-17,Morning,110
2025-08-04,Night,65
2024-01-18,Morning,106
2026-07-16,Night,81
2026-01-10,Morning,76
2024-03-18,Morning,73
2026-07-12,Night,71
2024-02-03,Afternoon,73
2025-09-06,Morning,126
2025-05-24,Night,69
2025-07-04,Morning,110
2026-11-13,Morning,76
2026-10-13,Afternoon,109
2024-11-01,Afternoon,112
2025-09-27,Afternoon,73
2026-11-17,Night,58
2026-03-09,Afternoon,69
2026-08-30,Morning,115
2025-04-21,Morning,96
2024-11-06,Morning,82
2025-07-13,Afternoon,95
2026-06-14,Morning,82
2026-10-14,Afternoon,111
2026-01-21,Afternoon,103
2026-02-13,Night,131
2025-07-14,Morning,86
2024-12-16,Morning,168
2025-04-08,Night,42
2025-06-29,Afternoon,100
2026-06-12,Afternoon,104
2025-08-31,Afternoon,174
2026-05-19,Night,66
