date,shift,scheduled_arrivals,scheduled_departures,international_flights,domestic_flights,wide_body_count,narrow_body_count,expected_passengers,cargo_tonnage,mail_tonnage,dangerous_goods_tonnage,weather_severity_index,wind_speed,visibility_km,rainfall_mm,equipment_utilization_rate,equipment_breakdown_count,active_gates,occupied_gates,staff_absenteeism_rate,delay_minutes,workload_index,required_ground_crew_count
2026-12-27,Night,36,42,16,62,2,73,11217,50.72,15.04,1.93,0.24,20.5,15.19,0.5,57.41,0,81,43,1.15,3.5,16.88,85
2026-08-23,Morning,67,84,48,103,20,132,35000,201.53,35.65,0.43,4.2,20.0,9.24,34.2,88.93,0,98,74,1.63,22.3,69.19,224
2026-12-09,Morning,50,56,32,74,9,101,17668,108.73,14.19,0.04,0.76,19.0,18.87,0.0,71.56,2,84,49,1.22,17.2,34.19,139
2025-08-17,Afternoon,59,66,45,80,15,107,24198,130.62,25.6,1.49,1.43,18.1,18.21,3.2,82.48,2,90,66,1.99,48.9,47.19,178
2025-04-08,Afternoon,50,70,34,86,12,105,21760,112.12,25.66,1.88,5.81,28.3,16.46,1.5,80.3,2,91,73,4.38,64.3,51.54,178
2026-02-28,Morning,82,63,57,88,16,126,21517,204.61,19.08,0.45,4.68,35.4,14.64,23.0,85.75,1,86,72,5.48,130.5,58.74,214
2024-03-29,Afternoon,85,98,71,112,12,170,35000,240.88,21.08,1.25,5.54,43.2,14.78,3.8,95.23,2,84,69,5.0,171.9,84.25,250
2026-07-09,Night,30,46,21,55,4,76,11792,59.57,12.62,0.02,1.99,24.6,17.01,13.6,59.06,0,83,34,6.3,10.3,20.97,106
2024-12-20,Morning,84,86,76,94,19,156,32402,215.53,21.42,1.26,4.4,22.0,13.55,33.0,96.18,0,44,36,14.83,120.6,73.14,263
2024-01-09,Afternoon,46,43,18,71,6,87,14891,71.0,20.06,1.44,1.09,15.6,18.71,0.0,59.57,3,70,30,2.11,16.4,27.94,116
2024-09-17,Morning,41,62,38,65,8,97,19063,123.3,12.07,0.19,2.71,22.1,14.62,18.2,74.85,2,70,50,2.7,51.2,40.16,154
2024-09-22,Afternoon,60,60,44,76,11,106,23559,178.7,15.44,0.26,5.37,24.5,16.48,3.3,83.65,4,92,67,3.31,98.4,58.14,188
2024-01-16,Afternoon,44,30,19,55,2,70,9140,37.7,9.3,1.78,1.48,11.6,18.07,0.0,57.09,1,68,19,4.18,14.8,16.85,89
2026-01-02,Morning,64,83,53,94,16,130,22945,140.16,15.57,0.42,2.48,19.3,15.31,3.3,74.61,1,57,50,3.24,80.3,52.19,194
2024-04-14,Morning,49,66,39,76,11,99,24807,136.07,12.89,1.94,5.95,33.4,11.84,38.9,79.52,1,89,56,6.39,89.7,54.81,189
2026-07-16,Night,62,57,40,79,9,113,24804,80.27,21.49,0.35,2.29,13.3,15.6,8.4,86.21,1,73,52,2.57,40.5,44.88,156
2025-05-11,Morning,35,34,17,52,5,59,16406,66.5,12.69,0.06,0.32,14.0,17.45,10.0,72.88,0,84,34,1.95,6.4,21.43,105
2026-02-26,Night,48,33,21,60,9,73,15141,94.0,6.81,0.22,1.84,8.0,17.95,6.1,56.69,1,77,33,3.97,7.8,27.41,116
2025-01-07,Morning,70,53,44,79,17,107,22628,121.71,14.42,1.05,2.65,23.3,13.97,26.0,79.86,2,82,52,2.58,18.2,46.47,180
2024-05-24,Night,42,25,17,50,4,59,11382,60.41,13.22,1.18,1.07,23.9,17.67,1.8,57.8,0,74,28,1.16,2.4,17.06,84
2024-07-16,Afternoon,67,59,33,93,13,110,16767,104.63,12.35,0.98,2.1,17.7,17.11,8.0,73.58,1,72,43,5.94,19.1,38.45,159
2025-12-08,Morning,64,76,49,91,12,125,26795,144.2,11.75,0.37,5.05,22.8,14.83,1.5,75.14,2,70,50,6.76,101.3,61.11,203
2026-02-23,Afternoon,50,52,29,73,9,93,18319,125.46,12.78,1.33,2.62,21.8,17.79,3.9,70.12,11,67,37,6.39,196.5,49.76,184
2024-10-20,Night,38,50,21,67,7,81,13601,63.7,10.92,1.81,0.31,36.0,18.87,0.0,68.38,0,60,26,5.49,6.5,21.92,116
2025-01-26,Afternoon,45,50,30,65,6,92,16323,74.09,12.43,0.75,4.72,28.5,12.77,32.2,78.3,2,72,39,3.55,92.6,38.23,144
2026-11-01,Afternoon,101,70,77,94,21,149,35000,272.62,28.89,1.41,2.48,16.6,14.21,19.2,96.03,0,66,58,6.14,95.0,74.55,249
2026-07-22,Afternoon,42,54,27,69,7,89,19427,105.54,15.25,0.01,0.86,12.2,15.96,6.1,62.13,5,93,50,6.13,34.7,37.06,145
2025-03-28,Afternoon,101,93,78,116,23,175,35000,202.1,26.78,1.51,1.0,23.7,15.39,20.3,79.66,2,56,51,4.63,73.9,73.73,249
2024-09-21,Afternoon,48,70,39,79,9,105,23184,74.61,12.39,0.94,1.98,19.8,16.4,12.6,88.01,0,64,42,2.2,32.0,41.19,153
2024-11-26,Night,46,37,17,66,3,79,12158,71.75,12.28,0.67,9.3,56.2,13.69,3.8,60.48,0,75,34,4.04,129.5,39.53,128
2025-08-13,Morning,48,56,27,77,7,101,18476,109.38,15.98,19.14,0.01,7.5,18.67,3.6,66.87,1,77,45,5.98,14.2,32.35,155
2025-09-13,Afternoon,55,62,34,83,12,106,21936,76.27,13.61,0.84,2.52,20.2,16.09,13.6,88.34,1,53,36,6.38,57.3,42.22,170
2024-07-20,Afternoon,66,65,50,81,16,113,26973,151.85,25.83,0.4,2.32,19.1,14.88,28.1,80.82,0,66,56,4.21,93.9,53.03,194
2024-03-13,Night,15,27,8,34,2,35,5496,39.69,4.14,0.28,1.18,18.3,18.33,3.0,53.55,5,84,31,2.13,29.2,10.57,72
2025-06-26,Morning,53,44,26,71,5,96,13818,89.75,7.81,1.21,2.51,16.3,15.15,28.1,63.67,0,70,34,2.59,10.8,29.27,122
2026-05-24,Morning,60,70,44,86,17,108,26373,231.84,13.47,0.17,2.19,21.3,17.4,5.5,75.01,0,91,73,5.14,74.0,55.47,196
2024-06-16,Morning,54,63,36,81,9,113,17852,90.69,13.2,0.5,4.44,35.6,16.89,2.3,70.94,1,66,46,4.41,44.0,42.19,165
2025-03-23,Afternoon,46,55,37,64,13,91,19448,121.03,11.09,1.5,2.14,12.1,18.45,0.2,65.73,0,63,38,3.15,17.2,36.6,146
2024-06-26,Afternoon,80,72,58,94,14,134,26888,88.42,32.76,1.8,5.81,25.8,14.14,4.4,79.74,1,51,45,4.85,191.7,63.17,213
2024-09-22,Morning,54,48,35,67,11,93,22665,127.34,18.41,0.23,1.24,15.4,18.7,1.9,61.16,2,78,48,1.5,10.4,40.15,152
2025-11-01,Morning,43,50,22,71,5,93,23766,68.06,18.36,1.0,5.51,25.9,9.87,44.5,73.02,2,67,42,1.83,101.8,46.73,154
2024-11-09,Night,23,31,11,43,1,54,8994,37.41,10.15,0.17,0.44,18.7,14.89,0.0,45.57,1,84,34,5.8,14.0,11.09,77
2024-10-16,Afternoon,63,69,51,81,17,120,24647,197.51,20.04,0.17,2.81,27.0,16.48,10.8,78.93,5,68,47,1.42,74.1,57.81,198
2026-12-27,Afternoon,27,50,18,59,3,77,10525,57.8,6.66,1.64,1.46,10.1,16.31,12.2,60.47,2,46,21,3.35,16.4,20.59,103
2024-07-07,Morning,50,52,32,70,10,88,19574,97.47,8.48,1.53,0.58,5.3,17.02,12.1,64.99,0,64,40,2.73,7.1,32.61,141
2024-07-26,Morning,38,48,28,58,10,72,12849,81.52,17.63,0.53,2.19,23.8,17.17,1.8,62.5,0,78,35,1.34,12.4,25.34,120
2026-10-16,Morning,79,68,56,91,19,133,28976,176.48,16.5,1.53,2.63,13.8,15.49,18.6,84.51,2,75,53,1.39,34.9,60.17,208
2025-08-26,Morning,71,65,51,85,21,119,22604,170.03,20.33,0.34,2.8,21.7,17.17,6.1,76.87,0,95,67,6.42,45.3,50.33,202
2024-02-17,Afternoon,57,54,33,78,12,104,21941,128.71,17.13,15.35,2.75,28.6,14.46,18.7,74.04,0,77,59,3.29,53.0,43.2,179
2025-04-10,Morning,52,41,25,68,12,76,19982,78.33,21.29,0.78,0.41,4.8,18.14,4.7,71.05,0,62,32,6.06,1.0,30.0,139
2025-09-11,Morning,67,60,45,82,17,113,19721,168.92,17.62,1.09,0.0,8.5,18.17,2.7,68.55,1,83,58,4.29,22.4,40.81,170
2024-10-04,Morning,68,51,41,78,11,105,24560,167.58,13.09,1.24,0.47,13.9,18.83,0.0,74.08,2,57,39,6.07,30.7,46.07,175
2025-08-23,Morning,85,79,65,99,23,137,35000,181.96,30.14,0.96,2.76,23.2,16.29,11.2,87.79,2,89,68,3.92,76.8,70.7,245
2025-12-11,Morning,59,63,33,89,5,121,22448,77.03,12.79,1.77,2.8,14.9,16.35,11.5,77.83,2,77,47,2.84,29.3,44.47,156
2024-10-01,Morning,34,31,18,47,9,61,10656,61.17,8.6,6.13,1.94,20.8,16.69,4.9,56.79,5,71,33,4.37,34.1,22.51,126
2026-06-09,Morning,75,75,57,93,15,133,27310,131.94,18.7,0.11,2.45,24.6,16.1,14.5,71.65,2,81,68,1.45,102.5,57.96,203
2025-05-11,Afternoon,54,47,35,66,10,87,20051,90.66,11.48,24.39,2.1,10.6,16.67,13.6,65.25,1,86,54,2.7,22.9,36.62,162
2026-11-21,Night,35,28,13,50,5,57,11036,38.95,10.02,1.51,4.46,21.9,14.65,23.2,55.23,0,89,22,4.33,40.7,22.17,97
2024-04-06,Afternoon,67,81,52,96,14,133,26060,153.91,30.91,0.51,7.59,32.6,8.25,66.1,76.58,1,86,67,3.39,229.9,68.96,211
2024-12-21,Morning,54,52,30,76,7,94,17002,67.23,13.25,0.3,1.14,15.6,18.88,0.0,71.66,1,79,54,2.91,16.3,31.37,134
2026-03-01,Night,36,45,18,63,5,76,15232,41.82,10.87,0.86,0.65,26.7,18.97,0.0,63.64,0,84,38,1.15,2.1,21.75,98
2026-09-07,Night,46,34,20,60,7,70,14099,85.01,8.07,0.37,0.01,11.2,17.96,1.3,61.74,0,88,46,3.92,1.1,21.31,102
2024-08-30,Afternoon,67,63,51,79,17,116,20783,163.4,15.24,1.81,4.71,26.5,14.14,21.9,77.1,2,77,52,5.59,78.6,53.07,199
2026-12-10,Morning,66,77,60,83,20,118,30930,150.17,13.47,1.51,0.61,11.9,18.7,0.4,85.37,0,111,99,6.09,53.3,55.02,213
2024-07-30,Afternoon,86,73,58,101,16,145,29586,172.03,12.62,1.54,1.59,12.7,17.13,4.4,90.4,2,71,63,3.79,154.3,63.29,214
2025-04-01,Night,38,22,12,48,1,55,9116,41.74,5.61,0.02,2.86,15.3,16.32,16.7,61.94,1,97,46,12.84,10.4,17.01,101
2024-12-11,Night,46,44,26,64,8,86,14112,129.57,13.82,0.45,1.89,24.7,18.09,3.7,70.72,1,81,43,1.87,10.5,29.89,120
2025-04-10,Afternoon,49,51,24,76,7,95,15945,99.4,10.51,1.38,1.75,28.2,17.39,0.0,69.17,0,85,35,6.26,6.7,30.89,127
2026-09-15,Afternoon,55,59,39,75,16,101,18212,188.32,16.63,1.48,0.59,26.8,18.59,0.0,68.3,0,47,29,2.45,8.7,37.87,155
2026-03-13,Night,37,39,17,59,4,67,9379,66.31,9.19,15.86,2.29,32.2,11.17,14.0,54.68,0,93,42,1.62,6.7,19.36,106
2026-05-22,Morning,85,83,62,106,13,151,34145,144.28,23.78,1.21,0.54,22.0,17.16,2.5,99.22,2,45,41,5.71,131.3,65.67,226
2024-10-05,Morning,47,50,19,78,6,90,21117,94.17,12.72,0.22,1.67,22.3,13.02,25.1,72.87,2,85,49,6.25,14.0,36.97,148
2026-11-03,Night,40,41,20,61,7,74,13142,70.86,13.26,1.6,2.69,24.2,15.47,24.2,63.12,2,78,24,1.78,16.6,26.91,111
2025-04-22,Morning,70,53,47,76,9,110,20480,96.41,19.26,20.83,2.98,16.5,15.84,13.7,72.97,1,83,58,2.21,31.7,43.16,176
2025-12-15,Morning,79,82,54,107,21,141,30179,149.17,18.18,0.41,2.1,12.1,17.83,0.5,92.8,0,86,77,1.52,81.2,60.89,213
2026-02-03,Morning,56,64,41,79,7,117,19398,92.92,13.04,0.7,0.26,12.9,15.4,12.7,78.04,2,78,48,4.31,29.9,37.01,151
2025-12-27,Morning,47,45,26,66,7,85,16749,87.12,14.06,1.64,1.2,34.7,17.47,0.8,67.82,5,57,31,5.69,38.6,33.47,148
2025-10-21,Morning,66,56,38,84,14,105,21644,133.25,13.62,0.46,1.32,20.1,17.65,8.2,84.31,7,96,71,2.8,78.4,48.81,184
2025-06-10,Afternoon,59,65,44,80,10,114,17597,95.17,19.42,1.62,2.75,10.3,15.14,22.7,82.51,1,43,28,2.19,16.7,39.65,156
2025-12-10,Afternoon,69,78,60,87,13,137,26171,94.38,14.87,1.61,0.66,31.4,18.76,0.0,91.65,5,55,49,4.24,138.2,54.33,205
2026-09-19,Afternoon,43,53,27,69,10,89,22851,148.98,11.68,0.85,1.21,28.9,18.05,2.9,73.06,2,77,55,3.51,47.1,41.0,158
2025-03-03,Morning,24,45,17,52,4,69,14327,55.86,9.25,1.65,2.13,19.0,17.52,8.7,57.08,0,87,29,1.56,13.8,22.41,99
2025-07-13,Night,26,25,10,41,6,50,7773,65.34,8.73,1.01,5.72,28.1,16.28,3.2,58.37,1,55,18,3.06,85.4,22.14,98
2024-07-16,Afternoon,51,60,38,73,9,105,17082,97.95,14.05,1.96,0.33,6.9,17.35,3.7,69.31,2,81,52,1.65,31.2,33.46,140
2025-01-24,Night,45,42,17,70,7,82,14767,56.92,10.41,0.66,0.81,19.1,15.91,4.9,63.35,1,52,24,2.54,11.3,24.45,108
2026-04-26,Morning,64,73,53,84,17,116,28223,192.0,20.58,10.91,0.48,12.4,19.0,0.0,89.02,2,106,92,6.07,97.7,55.6,217
2025-12-02,Morning,80,79,69,90,20,144,32083,191.36,17.53,18.51,5.16,42.4,10.92,53.0,99.86,2,58,51,1.77,46.2,71.21,256
2024-08-19,Night,39,40,16,63,8,67,9787,61.29,11.51,1.98,2.59,19.1,16.91,1.9,67.95,2,60,26,1.39,25.5,22.71,107
2025-08-21,Night,48,37,18,67,5,76,10551,61.74,12.08,0.14,0.14,8.8,18.71,0.9,69.09,2,78,29,2.67,7.6,19.58,95
2026-06-08,Morning,75,85,72,88,22,142,25598,130.34,28.57,1.42,5.78,30.0,8.56,45.1,86.5,0,83,56,3.03,72.0,61.96,223
2024-05-15,Afternoon,37,40,19,58,5,77,10627,73.68,9.39,1.92,2.75,18.3,13.9,16.3,56.46,0,71,28,2.95,10.5,22.11,104
2024-03-08,Afternoon,90,75,54,111,21,143,26656,141.56,21.36,1.21,2.55,12.0,14.43,13.6,92.36,7,54,41,1.38,97.9,64.77,224
2025-03-06,Morning,94,99,75,118,24,164,29758,194.77,21.74,0.78,1.63,22.6,16.91,11.7,88.96,2,73,66,1.49,126.8,70.22,243
2025-12-20,Afternoon,92,103,64,131,26,165,33547,175.69,22.59,0.51,2.24,13.0,17.72,0.0,89.09,0,91,79,2.29,78.2,71.92,236
2024-12-09,Morning,83,83,63,103,20,146,33395,155.4,26.72,1.85,0.71,19.5,18.62,5.0,84.94,1,79,73,1.11,77.2,63.44,221
2026-06-18,Morning,61,66,43,84,17,110,21055,134.27,14.84,0.99,1.4,11.6,17.73,5.0,79.05,0,79,61,4.06,65.7,43.19,181
2026-07-17,Night,55,51,34,72,5,105,20075,93.95,12.11,0.88,8.64,54.3,5.22,81.7,67.17,0,89,49,2.85,89.5,50.64,158
2025-08-06,Afternoon,76,91,65,102,23,140,32259,252.75,27.98,0.42,1.68,28.6,16.67,1.2,91.59,0,104,89,1.29,79.6,68.26,231
2025-02-19,Night,25,36,17,44,4,60,8699,51.93,6.29,19.91,2.74,20.2,15.52,9.8,50.67,0,83,22,6.41,14.5,16.29,107
2024-02-15,Afternoon,40,31,16,55,2,71,10119,41.16,8.4,0.86,2.13,9.6,15.84,8.5,47.98,4,97,37,3.21,25.2,21.41,97
2026-06-19,Night,42,42,17,67,5,83,12271,43.48,5.5,0.14,2.05,11.0,15.69,19.7,59.9,0,84,39,5.92,12.8,22.28,110
2026-09-08,Afternoon,37,51,25,63,9,84,12879,77.08,10.03,0.78,2.26,17.5,15.84,19.2,55.0,0,58,34,1.76,12.2,25.64,115
2025-04-29,Afternoon,58,59,38,79,8,112,14213,122.68,12.42,0.33,0.57,6.2,18.84,0.1,75.7,3,51,30,2.37,21.7,33.96,133
2025-07-20,Morning,74,61,47,88,19,111,29538,155.69,14.23,0.28,0.41,28.1,19.01,0.0,93.81,2,104,72,5.73,29.4,53.24,210
2026-04-05,Afternoon,61,67,49,79,13,115,31817,201.23,17.18,0.27,1.44,15.1,16.32,16.3,83.59,3,105,73,3.53,55.5,59.8,197
2026-02-01,Afternoon,56,54,37,73,6,105,20300,62.37,11.64,0.45,2.07,9.7,15.66,4.6,84.21,0,81,40,2.83,17.2,36.11,134
2024-05-28,Afternoon,73,61,43,91,15,123,29679,239.66,15.8,0.99,1.65,8.9,18.75,0.0,87.07,0,90,68,5.3,37.6,58.12,196
2026-01-06,Morning,53,51,31,73,10,95,15908,102.64,15.13,0.25,9.07,34.9,0.32,99.8,65.74,1,48,28,3.1,171.3,49.88,172
2026-10-10,Morning,59,78,58,79,24,117,23886,170.82,20.53,0.71,2.98,17.0,16.35,8.9,79.8,6,75,57,6.12,75.1,57.82,223
2026-04-02,Night,29,29,12,46,1,56,9139,25.04,6.94,1.54,0.33,24.4,17.05,5.0,66.49,2,62,21,4.02,15.7,12.02,80
2025-06-10,Night,51,54,25,80,7,100,14013,57.87,11.76,8.46,1.22,21.9,18.08,5.7,63.48,5,81,35,6.18,21.9,31.35,139
2025-07-27,Morning,99,112,87,124,19,180,34899,187.65,19.64,0.02,5.15,24.3,12.23,30.5,89.57,2,75,65,3.65,133.7,85.1,266
2024-10-11,Afternoon,37,28,13,52,1,65,10684,31.45,4.97,1.75,1.11,11.3,15.87,12.8,57.27,1,88,39,3.78,6.1,15.57,94
2025-12-25,Afternoon,96,102,79,119,28,169,35000,299.04,23.14,5.97,7.55,40.3,8.14,65.8,94.2,0,75,69,5.18,185.9,92.22,296
2024-09-21,Night,25,28,11,42,3,53,8009,37.1,7.55,0.77,1.46,29.6,17.22,13.6,47.9,1,26,11,6.22,25.3,12.07,86
2025-01-09,Morning,67,57,43,81,9,117,24679,149.98,13.38,2.0,1.05,19.1,16.73,11.3,82.44,1,91,64,3.39,28.9,46.45,171
2024-10-17,Afternoon,54,51,28,77,11,89,22969,68.27,14.68,0.22,1.12,8.2,18.94,0.0,70.77,0,78,52,1.17,17.0,36.36,137
2025-01-02,Morning,61,60,44,77,20,106,24842,180.11,19.81,1.97,1.94,10.5,16.84,1.5,77.17,2,53,35,2.54,26.9,50.0,189
2025-02-05,Morning,49,62,40,71,8,107,24562,117.91,17.09,1.54,2.19,22.6,17.65,1.0,69.07,1,83,60,18.0,40.6,44.83,191
2024-03-31,Night,44,41,22,63,4,82,11603,72.02,12.88,1.63,0.79,11.1,18.47,2.0,53.0,0,71,35,6.12,11.3,20.77,99
2026-02-25,Morning,61,54,32,83,8,106,26710,59.6,15.13,0.98,1.29,29.2,17.23,10.9,76.22,0,62,43,2.24,22.3,41.94,160
2025-04-28,Morning,55,61,33,83,9,106,20586,88.64,15.22,19.42,0.18,10.6,17.24,1.5,72.42,1,68,52,2.84,45.0,36.6,165
2026-11-06,Morning,42,45,23,64,7,75,11004,62.43,14.44,1.53,2.18,28.8,17.74,4.5,59.26,2,87,31,3.23,20.7,24.56,116
2024-07-17,Afternoon,39,49,24,64,6,78,14462,69.97,9.77,19.81,4.07,38.4,17.03,3.2,65.68,0,100,37,3.14,36.2,30.81,142
2026-01-03,Afternoon,34,43,16,61,6,68,16974,48.84,10.56,12.8,0.89,24.4,18.09,0.0,66.42,1,94,50,17.18,7.7,24.53,155
2024-07-15,Morning,57,57,35,79,13,100,20059,108.14,6.11,1.41,4.79,23.0,16.45,4.5,73.88,0,67,43,6.3,89.1,45.47,175
2025-08-22,Afternoon,75,62,52,85,14,120,19875,134.83,14.34,0.7,2.45,11.6,14.26,29.4,86.46,2,94,67,2.38,51.3,47.2,176
2025-06-22,Night,47,29,21,55,6,69,12899,48.81,11.67,0.79,1.75,8.6,17.22,12.4,46.47,2,62,27,2.77,22.5,23.04,105
2025-05-06,Morning,73,76,56,93,19,127,30471,165.13,17.18,1.03,9.26,54.8,4.52,91.6,83.0,1,92,87,6.48,236.9,77.42,258
2025-12-18,Night,43,43,24,62,8,74,12414,71.78,12.63,0.99,0.29,10.6,17.67,0.0,63.36,0,85,35,5.2,5.3,20.67,103
2026-06-26,Morning,67,60,43,84,15,116,22666,134.55,20.64,0.52,8.14,49.8,14.85,0.2,77.29,1,61,43,4.25,118.0,59.51,204
2024-12-13,Afternoon,68,80,57,91,19,127,23795,134.5,23.95,1.91,0.25,15.5,18.94,0.0,79.41,0,95,79,1.04,122.4,48.76,186
2026-07-20,Morning,87,93,66,114,16,169,32546,220.57,19.92,0.62,2.2,21.6,12.48,24.0,89.04,5,85,74,1.42,142.8,75.84,243
2024-07-21,Morning,49,50,29,70,5,90,19975,81.44,12.01,1.98,1.58,10.3,16.26,17.4,76.86,1,78,43,6.24,5.8,34.39,145
2024-11-17,Morning,93,95,85,103,23,168,34178,343.23,15.83,1.49,0.14,34.4,18.31,0.0,86.32,0,82,79,1.52,97.2,75.85,250
2024-12-06,Morning,87,103,78,112,22,172,30216,154.13,20.44,0.65,1.87,21.0,16.92,15.3,83.85,0,75,74,14.6,49.3,65.33,256
2026-11-10,Night,47,38,23,62,5,84,11250,65.46,12.48,0.77,1.91,11.6,18.37,0.8,53.35,2,87,38,1.39,23.5,24.14,97
2024-05-09,Afternoon,74,72,49,97,21,126,23116,324.16,14.26,0.44,2.44,26.7,16.88,8.1,85.97,5,80,73,5.53,147.9,65.81,230
2025-03-09,Night,36,48,22,62,7,74,14155,81.96,11.43,0.65,2.89,14.8,13.86,17.4,67.16,0,64,26,1.43,23.7,27.86,107
2025-04-10,Afternoon,72,49,30,91,9,109,16761,91.32,14.31,0.43,0.21,7.4,19.0,0.0,64.53,1,70,45,2.01,20.6,33.35,129
2026-05-26,Afternoon,47,32,21,58,3,73,13658,40.3,6.28,12.46,0.65,14.0,19.03,0.0,57.93,7,69,26,3.97,56.1,26.75,127
2025-06-16,Morning,74,77,65,86,18,136,27818,138.64,23.77,0.99,1.4,6.6,16.72,8.0,92.38,0,55,42,1.97,74.1,54.73,201
2026-11-25,Afternoon,42,51,23,70,8,81,13749,53.32,12.96,1.39,2.21,14.2,16.71,0.3,73.74,0,64,32,4.21,21.9,26.37,121
2026-03-22,Morning,47,68,35,80,13,105,23347,124.07,18.33,0.94,2.63,15.9,14.29,26.6,84.31,0,108,84,1.57,42.6,44.65,166
2026-02-10,Night,33,39,19,53,8,64,10799,60.04,7.35,1.09,0.16,13.2,16.11,8.5,70.64,1,87,34,3.08,22.0,16.89,97
2026-04-05,Night,49,58,28,79,10,93,19160,70.09,16.21,1.64,1.0,12.7,17.73,3.8,72.09,0,76,37,2.31,24.7,32.93,129
2024-06-26,Morning,51,45,28,68,5,92,12801,64.57,11.51,0.21,1.55,18.6,17.59,10.6,61.66,2,56,23,3.97,9.5,26.68,121
2025-05-07,Afternoon,51,65,33,83,6,115,15570,90.48,17.22,1.06,0.09,10.5,18.15,0.0,70.51,0,70,37,1.99,19.5,30.11,122
2025-10-04,Afternoon,44,49,27,66,8,83,14955,69.56,9.76,0.51,0.7,5.1,16.4,11.6,66.64,0,83,50,1.56,14.0,25.36,117
2024-08-16,Afternoon,30,29,12,47,2,53,8896,19.94,7.38,1.37,2.84,26.1,17.5,4.4,53.89,0,95,29,1.56,11.6,14.69,83
2024-05-10,Morning,50,49,20,79,6,91,16327,50.65,14.07,14.67,0.12,9.1,17.19,6.6,66.8,0,99,58,3.76,4.4,25.6,129
2024-05-28,Afternoon,53,59,30,82,14,96,22294,160.67,12.08,1.44,1.27,15.5,17.22,3.6,77.76,2,43,31,1.61,38.6,43.85,161
2026-05-14,Night,34,38,16,56,6,66,12381,63.68,7.72,0.08,1.34,11.5,18.23,4.7,59.38,2,79,29,6.13,18.7,21.67,103
2025-12-20,Morning,68,55,50,73,16,110,29588,138.57,12.03,1.19,7.41,28.3,15.03,0.8,75.7,7,82,60,4.37,229.0,71.9,229
2024-11-04,Afternoon,52,43,25,70,11,87,17610,91.15,10.47,1.36,0.95,36.2,16.58,14.7,69.26,1,69,33,5.07,8.5,30.62,143
2026-03-18,Morning,55,50,28,77,8,95,18934,89.08,16.9,1.61,0.1,16.5,18.7,2.3,68.78,1,82,49,1.01,4.2,31.97,132
2026-01-31,Night,42,31,17,56,4,64,14101,50.28,8.79,1.15,1.24,8.8,17.71,8.7,65.49,1,94,43,1.19,24.6,22.02,95
2026-06-13,Morning,46,48,19,75,3,89,17452,57.89,8.83,0.99,1.35,13.4,16.48,20.5,73.64,0,99,60,1.86,7.5,28.56,119
2026-09-24,Morning,51,47,32,66,5,93,16166,109.34,8.81,1.08,0.03,8.7,18.92,1.8,67.15,0,62,27,1.34,12.3,28.09,116
2026-08-24,Morning,86,68,62,92,11,147,26155,157.01,20.31,1.64,2.26,13.0,18.03,1.8,74.53,0,60,51,2.23,91.5,56.48,191
2024-07-17,Night,31,33,13,51,4,61,10001,47.27,4.1,23.19,1.12,25.8,17.08,16.8,62.84,2,89,41,1.31,17.6,16.58,114
2026-04-23,Afternoon,44,52,29,67,9,92,16119,80.28,13.49,0.02,4.92,27.6,11.09,35.1,70.46,0,84,43,6.74,43.1,36.17,146
2025-03-06,Morning,55,67,42,80,9,115,27446,145.15,12.47,0.9,0.08,16.9,18.12,10.0,84.85,0,78,56,6.01,39.3,46.18,176
2025-03-17,Morning,44,56,28,72,9,86,16865,119.08,7.65,0.33,0.92,19.2,17.87,4.7,71.1,1,87,50,16.76,6.3,32.04,163
2025-12-10,Night,44,46,25,65,9,79,13514,73.81,11.96,1.53,1.42,25.3,17.24,2.3,57.61,1,70,28,1.24,10.4,25.7,112
2025-10-21,Afternoon,41,43,20,64,9,71,16814,94.84,5.08,0.11,0.95,20.5,16.36,23.0,77.69,2,97,48,2.92,15.9,29.0,128
2025-04-04,Morning,63,56,40,79,10,109,22549,166.55,14.56,1.08,4.18,24.1,13.02,17.9,81.52,0,99,69,1.63,36.1,49.45,169
2026-12-31,Night,43,52,28,67,9,88,13942,105.31,19.56,6.35,4.12,44.2,16.14,4.4,69.84,0,69,30,4.04,23.2,33.09,138
2024-07-10,Morning,73,71,51,93,14,132,23348,184.36,18.76,1.63,1.71,19.7,15.62,16.7,75.9,2,101,77,1.31,144.5,54.92,195
2024-04-16,Afternoon,84,64,54,94,14,129,26976,103.02,21.52,1.84,5.36,23.5,15.17,0.7,85.51,8,38,32,1.8,250.3,69.49,221
2024-02-01,Morning,31,34,13,52,7,53,12889,63.61,8.84,0.17,1.16,4.6,18.67,0.0,52.5,2,82,28,4.9,9.7,20.37,107
2026-06-11,Afternoon,71,72,45,98,12,126,25551,127.15,18.11,1.5,1.97,14.7,17.87,6.2,85.27,1,59,45,2.26,85.0,52.58,183
2025-03-21,Night,31,31,12,50,3,55,8678,41.4,11.82,0.98,0.96,5.8,18.31,6.1,52.82,0,79,32,2.76,7.8,12.42,72
2025-04-24,Morning,71,54,44,81,12,117,17620,78.96,9.33,1.05,2.84,23.8,16.22,4.0,70.26,2,70,43,6.43,20.7,40.15,163
2025-12-12,Afternoon,85,61,52,94,17,124,21636,106.9,10.73,0.39,0.96,11.3,14.93,10.4,73.94,0,77,49,6.14,19.7,44.1,180
2025-04-22,Night,33,31,13,51,7,56,10566,28.84,9.36,1.45,1.61,26.1,16.67,14.0,61.45,2,74,21,2.19,23.5,17.31,95
